StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
814734,18,20000603,1,2021,Al Horford,OKC,PF,24,20000018,2021-03-06T03:15:17,24,1098.6,1045,0,212.9,481.4,68.2,80.1,140.4,277.7,78.1,72.5,203.7,54.9,21.6,27.8,120.0,35.5,211.4,246.9,8.5,32.4,19.0,129.6,32.4,32.4,41.7,66.3,520.0,493.6,81.3,31.1,31.8,3.5,6.5,12.0,34.7,1163.4,1170.4,1163.4,-108.0,2.4,0.0,1170.4,False,,Scrambled
812994,9,20000605,1,2021,Jeff Teague,BOS,PG,4,20000009,2021-03-06T03:15:16,28,536.5,784,5,91.0,243.8,57.6,66.3,61.7,174.4,54.6,29.3,69.4,65.1,66.3,74.1,138.3,10.8,60.2,71.0,3.6,13.5,12.1,91.0,35.5,11.9,49.4,52.5,277.7,276.4,77.6,18.5,24.3,5.3,2.2,23.4,27.7,579.7,579.4,579.7,72.5,0.0,0.0,579.4,False,,Scrambled
812019,27,20000606,1,2021,Dennis Schroder,LAL,PG,33,20000027,2021-03-06T03:15:15,33,1314.6,1589,32,266.9,606.4,67.9,74.5,216.0,445.9,74.7,50.9,160.5,48.9,175.9,211.4,128.4,27.8,149.7,177.4,4.7,16.0,14.9,228.4,46.3,12.3,118.8,135.8,760.7,699.4,83.9,24.5,32.1,3.4,1.6,22.4,34.7,1373.3,1410.7,1373.3,254.6,2.4,0.0,1410.7,False,,Scrambled
812043,26,20000608,1,2021,Kent Bazemore,GS,SG,1,20000026,2021-03-06T03:15:15,35,773.0,906,39,129.6,270.0,74.1,91.7,69.4,132.7,80.7,60.2,137.3,67.6,37.0,49.4,115.7,21.6,140.4,162.0,6.0,24.9,14.5,86.4,46.3,29.3,58.6,118.8,356.4,291.8,94.3,24.8,20.6,5.7,6.9,25.8,25.3,848.6,840.5,848.6,165.1,0.0,0.0,840.5,False,,Scrambled
813007,7,20000609,1,2021,Mike Scott,PHI,PF,4,20000007,2021-03-06T03:15:16,17,226.7,454,77,40.1,97.2,63.7,88.1,10.8,20.1,83.0,29.3,77.2,58.6,4.8,11.9,61.7,9.5,66.3,72.5,3.6,23.9,13.5,11.9,12.3,4.8,15.4,26.2,112.6,100.6,86.7,12.8,5.3,3.1,1.4,20.5,16.8,242.1,252.7,242.1,-35.5,0.0,0.0,252.7,False,,Scrambled
814719,18,20000613,1,2021,Mike Muscala,OKC,PF,0,20000018,2021-03-06T03:15:17,34,838.3,977,19,179.0,405.8,68.0,88.0,75.6,125.0,93.4,103.4,280.8,56.8,49.4,54.0,141.0,29.3,169.7,199.0,7.5,27.8,16.4,41.7,12.3,17.0,32.4,81.8,510.7,429.6,91.7,27.4,10.6,1.4,3.6,10.8,32.0,867.6,916.2,867.6,9.5,0.0,0.0,916.2,False,,Scrambled
812983,24,20000616,1,2021,LaMarcus Aldridge,SA,PF,18,20000024,2021-03-06T03:15:16,21,751.1,839,19,177.4,382.7,71.6,79.6,135.8,266.9,78.5,41.7,115.7,55.5,47.8,57.1,129.3,26.2,118.8,145.0,7.6,23.1,13.9,55.5,12.3,27.8,30.9,55.5,444.4,407.8,83.9,28.0,15.7,1.7,6.8,10.8,35.0,791.3,797.0,791.3,-89.5,2.4,0.0,797.0,False,,Scrambled
812051,28,20000617,1,2021,Nicolas Batum,LAC,SG,35,20000028,2021-03-06T03:15:15,35,1117.7,1591,22,166.6,353.3,72.8,95.7,61.7,114.2,83.5,104.9,239.2,67.7,46.3,55.5,128.5,46.3,211.4,257.7,8.0,22.4,14.0,129.6,64.8,20.1,40.1,91.0,484.5,377.8,98.9,23.6,16.4,4.8,2.6,14.8,18.1,1202.6,1205.5,1202.6,288.5,2.4,0.0,1205.5,False,,Scrambled
813078,1,20000618,1,2021,Robin Lopez,WAS,C,9,20000001,2021-03-06T03:15:16,34,812.9,1065,5,172.8,291.6,91.5,93.0,166.6,271.6,94.7,9.5,20.1,47.5,81.8,117.3,107.5,120.4,101.8,222.2,18.0,15.8,17.0,49.4,15.4,32.4,57.1,100.3,433.6,343.2,97.4,27.3,10.3,1.6,6.3,22.0,24.1,860.7,860.2,860.7,-83.3,4.8,0.0,860.2,False,,Scrambled
813038,19,20000619,1,2021,Damian Lillard,POR,PG,34,20000019,2021-03-06T03:15:16,34,2423.3,1887,56,486.0,1092.4,68.7,84.6,260.8,506.1,79.5,225.3,586.3,59.3,365.7,391.9,144.0,23.1,200.6,223.7,3.0,17.9,15.0,418.2,54.0,13.9,171.3,81.8,1563.1,1264.9,95.4,46.9,58.3,3.3,1.6,18.4,50.7,2491.2,2651.3,2491.2,103.4,12.3,0.0,2651.3,False,,Scrambled
812890,19,20000620,1,2021,C.J. McCollum,POR,SG,13,20000019,2021-03-06T03:15:16,13,825.0,677,86,189.8,401.2,73.0,91.3,92.6,180.5,79.2,97.2,220.6,68.0,58.6,69.4,130.2,10.8,67.9,78.7,3.9,16.8,14.6,100.3,26.2,9.5,20.1,43.2,535.4,431.7,95.7,46.2,40.4,4.5,1.9,10.5,44.3,857.4,892.2,857.4,86.4,4.8,0.0,892.2,False,,Scrambled
813046,4,20000621,1,2021,Meyers Leonard,MIA,C,2,20000004,2021-03-06T03:15:16,3,29.9,45,35,7.1,10.8,66.2,88.1,0.0,0.0,0.0,7.1,10.8,66.2,2.4,4.8,77.2,0.0,10.8,10.8,0.0,39.4,20.7,4.8,0.0,0.0,4.8,11.9,15.4,12.2,96.4,13.7,15.2,0.0,0.0,31.2,23.4,29.9,34.3,29.9,-6.2,0.0,0.0,34.3,False,,Scrambled
820114,21,20000625,1,2021,Tim Frazier,MEM,PG,0,20000021,2021-03-06T03:15:17,3,28.2,49,46,4.8,12.3,38.6,38.6,4.8,14.3,51.4,0.0,4.8,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,21.2,10.3,10.8,2.4,0.0,7.1,9.5,9.5,12.3,38.6,4.5,40.4,3.5,0.0,42.1,22.1,29.8,30.9,29.8,14.3,0.0,0.0,30.9,False,,Scrambled
812065,27,20000629,1,2021,Wesley Matthews,LAL,SG,4,20000027,2021-03-06T03:15:15,30,412.0,934,43,64.8,182.1,54.9,75.9,17.0,40.1,65.3,47.8,142.0,52.0,18.5,23.1,123.4,18.5,50.9,69.4,5.4,14.3,9.9,52.5,21.6,17.0,23.1,66.3,196.0,192.3,78.7,11.5,11.0,2.7,3.8,16.6,15.5,450.6,450.9,450.6,-47.8,0.0,0.0,450.9,False,,Scrambled
812034,8,20000632,1,2021,Jeff Green,BKN,SF,16,20000008,2021-03-06T03:15:15,33,863.5,1342,40,174.4,344.1,78.2,95.5,98.8,165.1,92.3,75.6,179.0,65.1,60.2,75.6,122.8,23.1,158.9,182.1,4.9,19.4,11.7,71.0,35.5,12.3,41.7,95.7,484.5,377.4,99.1,21.8,10.6,3.0,1.8,15.3,21.0,911.3,931.2,911.3,49.4,0.0,0.0,931.2,False,,Scrambled
812048,27,20000633,1,2021,Marc Gasol,LAL,C,35,20000027,2021-03-06T03:15:15,35,828.7,1083,86,83.3,206.8,62.2,80.5,35.5,75.6,72.4,47.8,131.2,56.3,44.7,55.5,124.4,38.6,182.1,220.6,9.6,28.5,17.6,106.5,26.2,69.4,46.3,126.5,259.2,231.2,86.4,19.9,19.4,2.8,13.3,25.7,17.2,924.4,886.8,924.4,111.1,0.0,0.0,886.8,False,,Scrambled
813079,17,20000635,1,2021,Mike Conley,UTA,PG,29,20000017,2021-03-06T03:15:16,29,1341.2,1315,65,248.4,560.1,68.5,85.8,123.4,263.9,72.2,125.0,296.3,65.1,97.2,117.3,127.9,43.2,112.6,155.8,8.6,13.6,15.0,253.1,64.8,7.1,83.3,86.4,719.0,611.7,90.7,34.7,44.5,5.7,0.7,18.5,35.3,1410.6,1457.7,1410.6,427.4,4.8,0.0,1457.7,False,,Scrambled
813090,20,20000642,1,2021,JaMychal Green,DEN,PF,4,20000020,2021-03-06T03:15:16,25,712.9,788,77,123.4,277.7,68.5,85.8,60.2,129.6,71.6,63.3,148.1,65.9,41.7,49.4,130.2,63.3,168.2,231.4,14.4,37.0,25.9,37.0,23.1,10.8,40.1,104.9,351.8,299.5,90.7,26.5,15.3,3.5,3.2,18.2,29.4,746.8,778.4,746.8,125.0,2.4,0.0,778.4,False,,Scrambled
812009,28,20000646,1,2021,Kawhi Leonard,LAC,SF,30,20000028,2021-03-06T03:15:15,30,2017.6,1603,14,442.8,867.2,78.8,87.0,350.3,628.0,86.1,92.6,239.2,59.7,254.6,291.6,134.7,43.2,246.9,290.1,7.4,26.0,15.6,225.3,69.4,24.7,89.5,74.1,1232.9,995.5,95.5,47.3,36.4,5.1,3.2,12.7,46.6,2111.7,2134.7,2111.7,365.7,11.9,0.0,2134.7,False,,Scrambled
812858,7,20000650,1,2021,Danny Green,PHI,SG,36,20000007,2021-03-06T03:15:16,36,1004.6,1571,10,163.6,418.2,60.3,83.2,40.1,89.5,69.1,123.4,328.7,58.0,20.1,30.9,100.3,47.8,149.7,197.5,8.2,15.6,10.6,94.1,69.4,43.2,69.4,101.8,470.6,431.7,84.1,18.1,12.3,5.0,5.8,21.4,21.0,1117.3,1113.3,1117.3,160.5,2.4,0.0,1113.3,False,,Scrambled
813148,10,20000652,1,2021,Aron Baynes,TOR,C,26,20000010,2021-03-06T03:15:17,33,751.9,1001,14,135.8,308.6,67.9,74.1,109.6,200.6,84.2,26.2,108.0,37.5,23.1,30.9,115.7,83.3,192.9,276.2,13.9,34.1,23.7,54.0,15.4,17.0,46.3,123.4,320.9,322.2,76.8,18.5,12.0,1.8,4.1,19.4,24.7,784.3,802.0,784.3,-75.6,0.0,0.0,802.0,False,,Scrambled
812995,30,20000655,1,2021,Cory Joseph,SAC,PG,2,20000030,2021-03-06T03:15:16,36,737.7,1156,31,138.9,310.1,69.1,78.2,101.8,194.4,80.9,37.0,115.7,49.4,41.7,54.0,119.0,30.9,89.5,120.4,6.9,13.6,13.8,131.2,37.0,10.8,55.5,128.1,356.4,333.9,82.2,17.5,22.8,3.7,1.9,22.0,22.3,785.5,790.0,785.5,-285.5,0.0,0.0,790.0,False,,Scrambled
812891,24,20000656,1,2021,Patty Mills,SA,PG,0,20000024,2021-03-06T03:15:16,32,973.8,1271,29,233.0,520.0,69.1,89.3,97.2,182.1,82.4,135.8,337.9,62.0,55.5,61.7,138.9,15.4,74.1,89.5,3.0,14.6,8.7,131.2,30.9,2.4,52.5,71.0,657.3,547.1,92.7,26.9,23.5,2.8,0.2,13.5,31.6,1006.2,1072.4,1006.2,192.9,0.0,0.0,1072.4,False,,Scrambled
812767,21,20000659,1,2021,Kyle Anderson,MEM,SF,30,20000021,2021-03-06T03:15:15,30,1307.1,1279,32,225.3,472.2,73.6,85.2,154.3,285.5,83.5,71.0,186.7,58.6,98.8,129.6,117.6,43.2,239.2,282.4,8.5,32.2,18.5,162.0,55.5,32.4,71.0,83.3,620.3,529.2,90.4,32.8,27.6,5.0,5.7,18.2,30.7,1395.0,1396.8,1395.0,40.1,4.8,0.0,1396.8,False,,Scrambled
812874,14,20000661,1,2021,Blake Griffin,DET,PF,20,20000014,2021-03-06T03:15:16,20,748.8,966,35,125.0,342.5,56.3,69.4,64.8,151.2,66.2,60.2,191.3,48.6,67.9,95.7,109.6,10.8,149.7,160.5,2.9,27.6,14.3,118.8,21.6,4.8,49.4,64.8,378.0,384.6,75.8,19.5,28.7,2.6,0.7,17.5,30.4,773.5,813.9,773.5,-111.1,2.4,0.0,813.9,False,,Scrambled
812066,8,20000663,1,2021,DeAndre Jordan,BKN,C,26,20000008,2021-03-06T03:15:15,35,1140.1,1231,91,177.4,233.0,117.6,117.6,177.4,231.4,118.3,0.0,2.4,0.0,44.7,86.4,79.9,97.2,307.1,404.3,14.4,40.9,28.4,103.4,17.0,78.7,91.0,117.3,399.6,271.0,113.9,29.2,17.1,1.6,12.7,38.8,19.8,1235.8,1215.1,1235.8,112.6,9.5,0.0,1215.1,False,,Scrambled
812777,29,20000664,1,2021,Chris Paul,PHO,PG,34,20000029,2021-03-06T03:15:15,34,1857.8,1665,85,314.8,648.1,75.0,84.6,234.5,442.8,81.8,80.2,205.2,60.3,128.1,134.2,147.2,24.7,222.2,246.9,4.0,22.5,12.8,462.9,63.3,13.9,125.0,129.6,837.8,707.1,91.3,36.4,62.6,4.5,1.8,23.2,34.6,1934.9,1998.2,1934.9,259.2,17.0,0.0,1998.2,False,,Scrambled
813059,23,20000665,1,2021,J.J. Redick,NO,SF,0,20000023,2021-03-06T03:15:16,31,600.8,889,45,134.2,330.2,62.8,80.7,55.5,114.2,75.0,78.7,216.0,56.2,69.4,72.5,147.7,7.1,75.6,80.2,1.4,14.6,11.9,61.7,13.9,4.8,38.6,57.1,416.6,362.1,88.9,21.4,14.6,1.8,0.8,14.8,29.8,617.8,663.5,617.8,-47.8,0.0,0.0,663.5,False,,Scrambled
812967,6,20000667,1,2021,Austin Rivers,NY,PG,2,20000006,2021-03-06T03:15:16,21,424.9,682,14,89.5,208.3,66.3,82.2,46.3,89.5,79.8,43.2,118.8,56.2,15.4,21.6,110.2,11.9,64.8,72.5,2.9,15.4,13.5,64.8,18.5,0.0,33.9,49.4,237.6,217.8,84.2,17.4,21.5,3.2,0.0,20.8,25.3,443.5,467.1,443.5,-67.9,0.0,0.0,467.1,False,,Scrambled
813091,7,20000676,1,2021,Tobias Harris,PHI,SF,31,20000007,2021-03-06T03:15:16,31,1713.0,1645,20,371.9,725.2,79.2,87.3,293.2,529.2,85.5,78.7,196.0,62.0,145.0,163.6,136.9,57.1,307.1,364.1,9.4,30.6,18.7,160.5,38.6,40.1,89.5,98.8,967.5,797.2,93.7,35.7,24.0,2.7,5.1,15.6,35.5,1791.7,1836.2,1791.7,243.8,13.9,0.0,1836.2,False,,Scrambled
812875,5,20000678,1,2021,Nikola Vucevic,ORL,C,36,20000005,2021-03-06T03:15:16,36,2538.9,1881,86,547.8,1135.6,74.4,84.6,399.6,774.6,79.6,148.1,361.1,63.3,123.4,145.0,131.3,106.5,537.0,643.4,13.5,47.6,27.5,206.8,55.5,35.5,92.6,95.7,1367.1,1199.5,88.0,44.3,32.8,3.4,4.2,11.0,45.9,2629.9,2749.2,2629.9,-351.8,37.0,2.4,2749.2,False,,Scrambled
813125,5,20000679,1,2021,Evan Fournier,ORL,SF,21,20000005,2021-03-06T03:15:17,21,923.5,944,56,196.0,435.1,69.4,83.8,115.7,219.1,81.5,80.2,216.0,57.2,128.1,162.0,121.9,11.9,92.6,100.3,2.0,16.3,13.2,121.9,33.9,10.8,69.4,64.8,600.2,506.4,91.5,33.0,33.1,4.2,2.5,18.6,40.7,968.2,1003.3,968.2,-86.4,0.0,0.0,1003.3,False,,Scrambled
813137,6,20000680,1,2021,Elfrid Payton,NY,PG,33,20000006,2021-03-06T03:15:17,33,1155.7,1437,59,268.5,606.4,68.4,71.4,245.3,513.8,73.6,23.1,92.6,38.6,84.9,114.2,114.6,64.8,128.1,192.9,11.6,14.4,11.0,188.2,35.5,10.8,95.7,98.8,645.0,656.6,75.8,22.4,32.3,3.0,1.8,19.6,35.9,1202.0,1224.8,1202.0,-49.4,0.0,0.0,1224.8,False,,Scrambled
813126,5,20000681,1,2021,Aaron Gordon,ORL,PF,19,20000005,2021-03-06T03:15:17,19,853.9,852,2,140.4,328.7,65.9,76.8,92.6,199.0,71.7,47.8,129.6,56.9,75.6,123.4,94.4,50.9,160.5,211.4,14.3,31.4,20.0,123.4,21.6,24.7,81.8,58.6,404.3,383.0,81.5,27.3,34.7,3.0,6.4,27.1,36.5,900.2,938.5,900.2,-61.7,7.1,2.4,938.5,False,,Scrambled
813080,4,20000686,1,2021,Maurice Harkless,MIA,SF,3,20000004,2021-03-06T03:15:16,10,63.7,168,12,9.5,15.4,61.7,92.6,0.0,4.8,0.0,9.5,12.3,77.2,0.0,4.8,0.0,2.4,12.3,13.9,2.6,12.1,11.0,10.8,4.8,7.1,4.8,18.5,18.5,16.8,84.1,12.8,13.1,2.1,6.9,23.9,12.7,71.4,69.0,71.4,-54.0,0.0,0.0,69.0,False,,Scrambled
813047,22,20000689,1,2021,Victor Oladipo,HOU,SG,24,20000022,2021-03-06T03:15:16,24,1286.1,1211,40,268.5,672.7,61.6,72.2,175.9,393.5,69.0,92.6,279.3,51.1,109.6,146.6,115.3,12.3,180.5,192.9,2.5,25.4,13.0,168.2,55.5,17.0,81.8,86.4,739.1,737.2,77.3,29.5,37.1,5.2,2.9,15.4,44.7,1358.6,1382.9,1358.6,-23.1,0.0,0.0,1382.9,False,,Scrambled
814739,18,20000691,1,2021,Darius Miller,OKC,SF,0,20000018,2021-03-06T03:15:17,12,123.4,170,52,17.0,37.0,70.7,102.9,4.8,7.1,102.9,13.9,32.4,66.2,7.1,7.1,154.3,2.4,21.6,23.1,2.2,20.2,10.9,15.4,11.9,9.5,11.9,13.9,52.5,39.1,102.9,22.8,19.8,5.2,7.6,25.4,18.6,137.3,135.4,137.3,37.0,0.0,0.0,135.4,False,,Scrambled
813113,16,20000707,1,2021,Ed Davis,MIN,PF,7,20000016,2021-03-06T03:15:17,19,342.4,407,29,27.8,66.3,64.7,64.7,27.8,66.3,64.7,0.0,0.0,0.0,10.8,12.3,135.0,58.6,91.0,149.7,22.6,38.6,30.2,29.3,15.4,15.4,14.3,75.6,66.3,71.8,71.3,21.3,14.6,4.3,7.4,17.6,12.9,373.3,354.5,373.3,-98.8,0.0,0.0,354.5,False,,Scrambled
812876,17,20000708,1,2021,Jordan Clarkson,UTA,PG,0,20000017,2021-03-06T03:15:16,36,1484.1,1444,63,365.7,817.8,69.0,85.6,189.8,342.5,85.5,175.9,475.2,57.1,89.5,92.6,149.2,47.8,174.4,222.2,8.7,19.2,12.7,126.5,52.5,10.8,95.7,83.3,996.8,858.5,89.5,34.6,22.4,4.2,1.4,15.5,44.1,1547.3,1631.0,1547.3,262.3,0.0,0.0,1631.0,False,,Scrambled
813092,6,20000710,1,2021,Julius Randle,NY,PF,37,20000006,2021-03-06T03:15:16,37,2490.9,2094,77,473.7,981.3,74.5,83.0,367.2,720.6,78.7,106.5,260.8,63.0,273.1,339.5,124.2,80.2,550.9,631.1,9.9,42.5,24.8,316.3,44.7,13.9,185.2,177.4,1327.0,1130.7,90.6,36.8,39.8,2.5,1.5,21.7,43.0,2549.5,2726.1,2549.5,88.0,37.0,2.4,2726.1,False,,Scrambled
812996,14,20000712,1,2021,Wayne Ellington,DET,SG,24,20000014,2021-03-06T03:15:16,28,676.5,1003,23,158.9,350.3,70.1,96.6,40.1,75.6,81.9,118.8,274.7,66.8,30.9,41.7,114.3,12.3,60.2,72.5,3.1,10.7,9.6,61.7,20.1,14.3,29.3,66.3,467.5,368.6,97.8,24.2,15.0,2.4,2.0,11.4,26.8,705.8,754.1,705.8,-83.3,0.0,0.0,754.1,False,,Scrambled
812984,6,20000716,1,2021,Nerlens Noel,NY,C,10,20000006,2021-03-06T03:15:16,32,893.4,1094,52,104.9,171.3,94.6,94.6,104.9,168.2,96.3,0.0,4.8,0.0,33.9,50.9,102.9,104.9,196.0,300.9,16.1,28.9,22.6,30.9,49.4,100.3,57.1,128.1,243.8,193.7,97.1,24.0,9.4,5.4,13.9,35.1,15.7,1043.1,939.3,1043.1,-10.8,2.4,0.0,939.3,False,,Scrambled
812823,13,20000724,1,2021,Jakarr Sampson,IND,SF,0,20000013,2021-03-06T03:15:15,15,122.4,150,0,23.1,49.4,72.4,77.2,21.6,41.7,80.1,2.4,11.9,30.9,12.3,15.4,123.4,12.3,32.4,44.7,14.3,37.7,26.0,2.4,4.8,7.1,14.3,17.0,60.2,56.2,82.4,21.9,3.4,2.4,6.4,21.8,29.4,130.1,130.0,130.1,47.8,0.0,0.0,130.0,False,,Scrambled
812917,7,20000726,1,2021,Joel Embiid,PHI,C,30,20000007,2021-03-06T03:15:16,30,2360.2,1526,56,439.8,844.0,80.4,85.8,382.7,706.7,83.5,57.1,137.3,64.2,459.8,537.0,132.1,100.3,436.7,537.0,11.5,46.8,29.7,151.2,57.1,63.3,148.1,115.7,1396.4,1080.3,99.7,56.6,27.0,4.2,8.7,18.6,53.0,2480.5,2538.2,2480.5,359.5,32.4,0.0,2538.2,False,,Scrambled
812768,14,20000727,1,2021,Jerami Grant,DET,SF,33,20000014,2021-03-06T03:15:15,33,1833.1,1842,23,391.9,904.2,66.8,77.5,266.9,560.1,73.6,125.0,344.1,56.0,283.9,319.4,137.2,37.0,233.0,270.0,5.1,22.5,12.6,148.1,38.6,55.5,94.1,138.9,1192.7,1044.7,88.1,33.0,21.5,2.5,6.5,12.7,41.8,1927.2,1963.1,1927.2,-84.9,7.1,0.0,1963.1,False,,Scrambled
813100,3,20000730,1,2021,Solomon Hill,ATL,SF,1,20000003,2021-03-06T03:15:16,36,532.2,1057,83,81.8,229.9,54.9,72.5,27.8,60.2,71.3,54.0,169.7,49.1,23.1,26.2,136.1,27.8,98.8,126.5,6.9,15.7,10.1,50.9,38.6,14.3,32.4,89.5,240.7,241.4,76.8,12.4,15.4,4.3,1.8,18.3,17.2,580.0,581.7,580.0,-97.2,0.0,0.0,581.7,False,,Scrambled
812057,28,20000742,1,2021,Paul George,LAC,SF,27,20000028,2021-03-06T03:15:15,27,1626.3,1395,19,347.2,695.9,77.0,93.0,200.6,370.3,83.6,146.6,325.6,69.4,146.6,165.1,137.0,37.0,217.6,254.6,7.3,26.3,15.8,225.3,46.3,21.6,140.4,97.2,987.5,768.5,99.2,40.7,40.0,3.9,3.2,23.8,44.8,1694.2,1789.5,1694.2,358.0,7.1,0.0,1789.5,False,,Scrambled
814741,18,20000743,1,2021,George Hill,OKC,PG,14,20000018,2021-03-06T03:15:17,14,432.5,568,54,94.1,185.2,78.4,92.6,60.2,97.2,95.5,33.9,88.0,59.6,32.4,38.6,129.6,12.3,32.4,44.7,5.4,14.0,9.8,66.3,18.5,4.8,18.5,18.5,254.6,202.1,97.2,29.1,28.1,3.7,1.1,12.9,26.3,454.1,461.0,454.1,-24.7,0.0,0.0,461.0,False,,Scrambled
813149,9,20000752,1,2021,Kemba Walker,BOS,PG,20,20000009,2021-03-06T03:15:17,20,931.8,926,28,189.8,489.1,59.9,73.9,98.8,240.7,63.3,91.0,248.4,56.5,98.8,108.0,141.0,12.3,98.8,111.1,3.5,18.8,10.4,140.4,32.4,10.8,67.9,41.7,569.4,536.7,81.8,30.5,36.1,4.1,2.6,17.3,43.5,975.0,1016.8,975.0,12.3,0.0,0.0,1016.8,False,,Scrambled
813070,2,20000754,1,2021,Cody Zeller,CHA,C,15,20000002,2021-03-06T03:15:16,18,659.2,650,25,112.6,219.1,79.3,80.4,108.0,189.8,87.8,7.1,29.3,24.4,38.6,50.9,117.0,71.0,138.9,209.8,18.1,36.4,27.1,67.9,17.0,17.0,30.9,72.5,268.5,241.5,85.8,31.2,23.6,3.0,6.2,17.5,27.6,693.1,694.4,693.1,2.4,7.1,0.0,694.4,False,,Scrambled
813008,2,20000758,1,2021,Bismack Biyombo,CHA,C,19,20000002,2021-03-06T03:15:16,33,836.0,1134,85,120.4,211.4,87.8,87.8,120.4,209.8,88.6,0.0,2.4,0.0,44.7,92.6,74.5,109.6,174.4,283.9,16.0,26.1,21.0,74.1,13.9,58.6,46.3,125.0,285.5,252.1,87.3,21.4,13.4,1.4,12.4,23.9,17.3,908.5,875.7,908.5,-142.0,2.4,0.0,875.7,False,,Scrambled
838326,8,20000762,1,2021,Noah Vonleh,BKN,PF,0,20000008,2021-03-06T03:15:17,4,1.7,15,71,0.0,7.1,0.0,0.0,0.0,2.4,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,2.4,2.4,0.0,15.2,12.4,2.4,0.0,0.0,4.8,4.8,0.0,7.1,0.0,-30.1,15.9,0.0,0.0,61.7,31.3,1.7,4.2,1.7,-24.7,0.0,0.0,4.2,False,,Scrambled
813025,5,20000776,1,2021,James Ennis,ORL,SF,23,20000005,2021-03-06T03:15:16,24,562.6,793,5,92.6,185.2,77.2,90.0,60.2,112.6,82.4,32.4,72.5,69.0,50.9,64.8,121.3,40.1,103.4,143.5,12.1,21.8,14.6,49.4,30.9,14.3,32.4,81.8,268.5,213.7,96.9,22.9,13.9,4.5,2.6,20.3,20.7,602.7,604.5,602.7,15.4,2.4,0.0,604.5,False,,Scrambled
813138,4,20000780,1,2021,Udonis Haslem,MIA,PF,0,20000004,2021-03-06T02:21:29,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
812927,19,20000784,1,2021,Carmelo Anthony,POR,PF,3,20000019,2021-03-06T03:15:16,34,1178.2,1342,43,256.1,620.3,63.7,75.3,163.6,381.1,66.2,92.6,239.2,59.7,123.4,146.6,129.9,29.3,145.0,174.4,5.4,18.1,10.6,77.2,47.8,41.7,54.0,111.1,728.3,684.8,82.1,26.6,13.6,4.1,6.6,11.3,36.6,1267.7,1260.2,1267.7,-149.7,0.0,0.0,1260.2,False,,Scrambled
813127,25,20000788,1,2021,Tim Hardaway Jr.,DAL,SF,17,20000025,2021-03-06T03:15:17,33,1194.3,1503,68,293.2,669.7,67.6,84.6,143.5,280.8,78.8,149.7,388.8,59.4,100.3,125.0,123.7,18.5,143.5,162.0,3.2,15.9,14.0,86.4,30.9,14.3,46.3,78.7,836.3,724.7,89.0,27.1,13.8,2.4,1.4,14.3,35.1,1234.4,1300.4,1234.4,-33.9,0.0,0.0,1300.4,False,,Scrambled
812033,26,20000795,1,2021,Andrew Wiggins,GS,SF,37,20000026,2021-03-06T03:15:15,37,1573.1,1839,54,371.9,803.9,71.4,81.2,271.6,518.4,80.9,100.3,285.5,54.2,126.5,188.2,103.7,58.6,196.0,254.6,8.0,17.1,11.2,125.0,46.3,61.7,106.5,131.2,970.5,886.7,84.4,26.3,16.0,2.8,7.1,16.5,35.4,1681.1,1689.2,1681.1,-95.7,0.0,0.0,1689.2,False,,Scrambled
813060,16,20000797,1,2021,Ricky Rubio,MIN,PG,19,20000016,2021-03-06T03:15:16,34,1144.0,1330,68,142.0,364.1,60.2,69.3,100.3,237.6,65.1,41.7,126.5,50.8,94.1,114.2,127.1,21.6,143.5,165.1,3.9,18.6,10.2,336.4,64.8,0.0,108.0,118.8,419.7,414.4,78.2,23.1,54.0,5.5,0.0,31.9,25.5,1208.8,1229.4,1208.8,-256.1,2.4,0.0,1229.4,False,,Scrambled
